samp_date,sample,month,season,year,block,tx,clip,order,genus,species,number
8/13/2019,9 IRE,August,monsoon,2019,9,Wet,Unclipped,Hymenoptera,Odontomachus,,1
9/21/2019,9 IRE,October,monsoon,2019,9,Wet,Unclipped,Hymenoptera,Odontomachus,,1
10/21/2016,10IRE,October,monsoon,2016,10,Wet,Unclipped,Hymenoptera,Odontomachus ,,5
10/21/2016,10IRW,October,monsoon,2016,10,Wet,Clipped,Hymenoptera,Odontomachus ,,5
10/21/2016,10ROE,October,monsoon,2016,10,Drought,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,10ROW,October,monsoon,2016,10,Drought,Clipped,Hymenoptera,Odontomachus ,,2
10/21/2016,1CW,October,monsoon,2016,1,Ambient,Unclipped,Hymenoptera,Odontomachus ,,3
10/21/2016,1IRE,October,monsoon,2016,1,Wet,Unclipped,Hymenoptera,Odontomachus ,,2
10/21/2016,1IRW,October,monsoon,2016,1,Wet,Clipped,Hymenoptera,Odontomachus ,,2
10/21/2016,1ROE,October,monsoon,2016,1,Drought,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,2CE,October,monsoon,2016,2,Ambient,Clipped,Hymenoptera,Odontomachus ,,3
10/21/2016,2CW,October,monsoon,2016,2,Ambient,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,2IRW,October,monsoon,2016,2,Wet,Unclipped,Hymenoptera,Odontomachus ,,2
10/21/2016,2ROE,October,monsoon,2016,2,Drought,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,3CE,October,monsoon,2016,3,Ambient,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,3CW,October,monsoon,2016,3,Ambient,Unclipped,Hymenoptera,Odontomachus ,,2
10/21/2016,3IRE,October,monsoon,2016,3,Wet,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,3IRW,October,monsoon,2016,3,Wet,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,3ROE,October,monsoon,2016,3,Drought,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,3ROW,October,monsoon,2016,3,Drought,Unclipped,Hymenoptera,Odontomachus ,,2
10/21/2016,4IRE,October,monsoon,2016,4,Wet,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,4IRW,October,monsoon,2016,4,Wet,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,4ROE,October,monsoon,2016,4,Drought,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,4ROW,October,monsoon,2016,4,Drought,Unclipped,Hymenoptera,Odontomachus ,,2
10/21/2016,5CE,October,monsoon,2016,5,Ambient,Clipped,Hymenoptera,Odontomachus ,,2
10/21/2016,5CW,October,monsoon,2016,5,Ambient,Unclipped,Hymenoptera,Odontomachus ,,2
10/21/2016,5IRW,October,monsoon,2016,5,Wet,Clipped,Hymenoptera,Odontomachus ,,3
10/21/2016,5ROW,October,monsoon,2016,5,Drought,Clipped,Hymenoptera,Odontomachus ,,2
10/21/2016,5ROW,October,monsoon,2016,5,Drought,Clipped,Hymenoptera,Odontomachus ,,2
10/21/2016,6IRE,October,monsoon,2016,6,Wet,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,6ROE,October,monsoon,2016,6,Drought,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,6ROW,October,monsoon,2016,6,Drought,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,7CW,October,monsoon,2016,7,Ambient,Unclipped,Hymenoptera,Odontomachus ,,3
10/21/2016,7IRE,October,monsoon,2016,7,Wet,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,7IRW,October,monsoon,2016,7,Wet,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,7ROE,October,monsoon,2016,7,Drought,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,7ROW,October,monsoon,2016,7,Drought,Clipped,Hymenoptera,Odontomachus ,,2
10/21/2016,8CE,October,monsoon,2016,8,Ambient,Clipped,Hymenoptera,Odontomachus ,,3
10/21/2016,8CW,October,monsoon,2016,8,Ambient,Unclipped,Hymenoptera,Odontomachus ,,2
10/21/2016,8IRE,October,monsoon,2016,8,Wet,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,8IRW,October,monsoon,2016,8,Wet,Unclipped,Hymenoptera,Odontomachus ,,4
10/21/2016,8ROE,October,monsoon,2016,8,Drought,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,8ROW,October,monsoon,2016,8,Drought,Clipped,Hymenoptera,Odontomachus ,,5
10/21/2016,9CE,October,monsoon,2016,9,Ambient,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,9IRE,October,monsoon,2016,9,Wet,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,9IRW,October,monsoon,2016,9,Wet,Clipped,Hymenoptera,Odontomachus ,,1
10/21/2016,9ROE,October,monsoon,2016,9,Drought,Clipped,Hymenoptera,Odontomachus ,,1
11/15/2016,10IRE,November,,2016,10,Wet,Unclipped,Hymenoptera,Odontomachus ,1,5
11/15/2016,10IRW,November,,2016,10,Wet,Clipped,Hymenoptera,Odontomachus ,1,4
11/15/2016,10ROE,November,,2016,10,Drought,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,10ROW,November,,2016,10,Drought,Clipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,1CW,November,,2016,1,Ambient,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,1IRE,November,,2016,1,Wet,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,1ROE,November,,2016,1,Drought,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,1RW,November,,2016,1,Drought,Clipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,2CE,November,,2016,2,Ambient,Clipped,Hymenoptera,Odontomachus ,1,3
11/15/2016,2CW,November,,2016,2,Ambient,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,2IRW,November,,2016,2,Wet,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,2ROE,November,,2016,2,Drought,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,3CE,November,,2016,3,Ambient,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,3CW,November,,2016,3,Ambient,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,3IRE,November,,2016,3,Wet,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,3IRW,November,,2016,3,Wet,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,3ROE,November,,2016,3,Drought,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,3ROW,November,,2016,3,Drought,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,4IRE,November,,2016,4,Wet,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,4IRW,November,,2016,4,Wet,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,4ROW,November,,2016,4,Drought,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,4ROW,November,,2016,4,Drought,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,5CE,November,,2016,5,Ambient,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,5CW,November,,2016,5,Ambient,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,5IRW,November,,2016,5,Wet,Clipped,Hymenoptera,Odontomachus ,1,3
11/15/2016,5ROE,November,,2016,5,Drought,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,5ROW,November,,2016,5,Drought,Clipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,6IRE,November,,2016,6,Wet,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,6ROW,November,,2016,6,Drought,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,7CW,November,,2016,7,Ambient,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,7IRE,November,,2016,7,Wet,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,7IRW,November,,2016,7,Wet,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,7ROE,November,,2016,7,Drought,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,7ROW,November,,2016,7,Drought,Clipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,8CE,November,,2016,8,Ambient,Clipped,Hymenoptera,Odontomachus ,1,3
11/15/2016,8CW,November,,2016,8,Ambient,Unclipped,Hymenoptera,Odontomachus ,1,2
11/15/2016,8IRW,November,,2016,8,Wet,Unclipped,Hymenoptera,Odontomachus ,1,4
11/15/2016,8ROE,November,,2016,8,Drought,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,8ROW,November,,2016,8,Drought,Clipped,Hymenoptera,Odontomachus ,1,5
11/15/2016,9CE,November,,2016,9,Ambient,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,9IRE,November,,2016,9,Wet,Unclipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,9IRW,November,,2016,9,Wet,Clipped,Hymenoptera,Odontomachus ,1,1
11/15/2016,9ROE,November,,2016,9,Drought,Clipped,Hymenoptera,Odontomachus ,1,1
10/18/2019,1 IRE,October,monsoon,2019,1,Wet,Unclipped,Hymenoptera,Odontomachus ,,1
10/18/2019,1 IRW,October,monsoon,2019,1,Wet,Clipped,Hymenoptera,Odontomachus ,,1
8/13/2019,1 ROW ,August,monsoon,2019,1,Drought,Clipped,Hymenoptera,Odontomachus ,,1
9/21/2019,3 IRW,September,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Odontomachus ,,1
9/21/2019,5 CE,September,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Odontomachus ,,1
10/18/2019,5 CW,October,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Odontomachus ,,1
9/21/2019,5 ROE,September,monsoon,2019,5,Drought,Unclipped,Hymenoptera,Odontomachus ,,2
9/21/2019,6 CE,September,monsoon,2019,6,Ambient,Clipped,Hymenoptera,Odontomachus ,,1
9/21/2019,6 ROW,September,monsoon,2019,6,Drought,Unclipped,Hymenoptera,Odontomachus ,,1
10/21/2016,10CE,October,monsoon,2016,10,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,1
10/21/2016,10IRW,October,monsoon,2016,10,Wet,Clipped,Hymenoptera,Pheidole,sp 1,2
10/21/2016,10ROW,October,monsoon,2016,10,Drought,Clipped,Hymenoptera,Pheidole,sp 2,2
10/21/2016,1IRE,October,monsoon,2016,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,2
10/21/2016,1IRW,October,monsoon,2016,1,Wet,Clipped,Hymenoptera,Pheidole,sp1,1
10/21/2016,1IRW,October,monsoon,2016,1,Wet,Clipped,Hymenoptera,Pheidole,sp 2,1
10/21/2016,1ROE,October,monsoon,2016,1,Drought,Unclipped,Hymenoptera,Pheidole,sp1,3
10/21/2016,1ROW,October,monsoon,2016,1,Drought,Clipped,Hymenoptera,Pheidole,sp1,5
10/21/2016,2CW,October,monsoon,2016,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,2
10/21/2016,2ROE,October,monsoon,2016,2,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,2
10/21/2016,2ROW,October,monsoon,2016,2,Drought,Clipped,Hymenoptera,Pheidole,sp 1,1
10/21/2016,3CE,October,monsoon,2016,3,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,3
10/21/2016,3CE,October,monsoon,2016,3,Ambient,Clipped,Hymenoptera,Pheidole,sp 2,1
10/21/2016,3CW,October,monsoon,2016,3,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,7
10/21/2016,3IRW,October,monsoon,2016,3,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,3
10/21/2016,4ROE,October,monsoon,2016,4,Drought,Clipped,Hymenoptera,Pheidole,sp1 ,1
10/21/2016,4ROW,October,monsoon,2016,4,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,8
10/21/2016,5CE,October,monsoon,2016,5,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,1
10/21/2016,5CW,October,monsoon,2016,5,Ambient,Unclipped,Hymenoptera,Pheidole,sp 2,1
10/21/2016,5IRW,October,monsoon,2016,5,Wet,Clipped,Hymenoptera,Pheidole,sp 1,3
10/21/2016,5ROW,October,monsoon,2016,5,Drought,Clipped,Hymenoptera,Pheidole,sp 1,8
10/21/2016,5ROW,October,monsoon,2016,5,Drought,Clipped,Hymenoptera,Pheidole,sp 1,1
10/21/2016,6CE,October,monsoon,2016,6,Ambient,Clipped,Hymenoptera,Pheidole,sp 2,1
10/21/2016,7IRE,October,monsoon,2016,7,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,4
10/21/2016,7IRE,October,monsoon,2016,7,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,1
10/21/2016,7IRW,October,monsoon,2016,7,Wet,Clipped,Hymenoptera,Pheidole,sp 1,28
10/21/2016,8CW,October,monsoon,2016,8,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,1
10/21/2016,8IRW,October,monsoon,2016,8,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,11
10/21/2016,9IRW,October,monsoon,2016,9,Wet,Clipped,Hymenoptera,Pheidole,sp 1,8
10/21/2016,9ROW,October,monsoon,2016,9,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,5
11/15/2016,10CE,November,,2016,10,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,1
11/15/2016,10ROW,November,,2016,10,Drought,Clipped,Hymenoptera,Pheidole,sp 2,2
11/15/2016,1IRE,November,,2016,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,25
11/15/2016,1IRE,November,,2016,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,3
11/15/2016,1ROE,November,,2016,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,3
11/15/2016,1ROW,November,,2016,1,Drought,Clipped,Hymenoptera,Pheidole,sp 1,7
11/15/2016,2CW,November,,2016,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,3
11/15/2016,2ROE,November,,2016,2,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,2
11/15/2016,2ROW,November,,2016,2,Drought,Clipped,Hymenoptera,Pheidole,sp 1,1
11/15/2016,3CE,November,,2016,3,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,3
11/15/2016,3CE,November,,2016,3,Ambient,Clipped,Hymenoptera,Pheidole,sp 2,1
11/15/2016,3CW,November,,2016,3,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,4
11/15/2016,3IRW,November,,2016,3,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,1
11/15/2016,4ROW,November,,2016,4,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,1
11/15/2016,4ROW,November,,2016,4,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,1
11/15/2016,5CW,November,,2016,5,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,2
11/15/2016,5CW,November,,2016,5,Ambient,Unclipped,Hymenoptera,Pheidole,sp 2,1
11/15/2016,5IRW,November,,2016,5,Wet,Clipped,Hymenoptera,Pheidole,sp1 ,10
11/15/2016,5ROE,November,,2016,5,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,8
11/15/2016,6CE,November,,2016,6,Ambient,Clipped,Hymenoptera,Pheidole,sp 2,1
11/15/2016,7IRE,November,,2016,7,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,4
11/15/2016,7IRE,November,,2016,7,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,1
11/15/2016,7IRW,November,,2016,7,Wet,Clipped,Hymenoptera,Pheidole,sp 1,30
11/15/2016,7IRW,November,,2016,7,Wet,Clipped,Hymenoptera,Pheidole,sp 2,2
11/15/2016,7ROW,November,,2016,7,Drought,Clipped,Hymenoptera,Pheidole,sp 2,58
11/15/2016,8CW,November,,2016,8,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,3
11/15/2016,8IRW,November,,2016,8,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,10
11/15/2016,8IRW,November,,2016,8,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,8
11/15/2016,9CW,November,,2016,9,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,43
11/15/2016,9IRW,November,,2016,9,Wet,Clipped,Hymenoptera,Pheidole,sp 2,20
11/15/2016,9IRW,November,,2016,9,Wet,Clipped,Hymenoptera,Pheidole,sp 1,8
11/15/2016,9ROW,November,,2016,9,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,5
7/15/2017,10CE,July,,2017,10,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,4
9/15/2017,10CE,September,monsoon,2017,10,Ambient,Unclipped,Hymenoptera,Pheidole,sp 2,6
10/15/2017,10CE,October,monsoon,2017,10,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,1
10/15/2017,10CE,October,monsoon,2017,10,Ambient,Unclipped,Hymenoptera,Pheidole,sp 2,2
11/15/2017,10CE,November,,2017,10,Ambient,Unclipped,Hymenoptera,Pheidole,sp 2,1
1/15/2017,10CW,January,,2017,10,Ambient,Clipped,Hymenoptera,Pheidole,sp1 ,1
7/15/2017,10CW,July,,2017,10,Ambient,Clipped,Hymenoptera,Pheidole,sp 2,1
9/15/2017,10CW,September,monsoon,2017,10,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,12
11/15/2017,10CW,November,,2017,10,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,2
1/15/2017,10IRE,January,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,1
1/15/2017,10IRE,January,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,4
2/15/2017,10IRE,February,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,Sp 1,1
4/15/2017,10IRE,April,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,8
5/15/2017,10IRE,May,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,15
5/15/2017,10IRE,May,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,12
6/15/2017,10IRE,June,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,56
6/15/2017,10IRE,June,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,28
9/15/2017,10IRE,September,monsoon,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,8
9/15/2017,10IRE,September,monsoon,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,14
10/15/2017,10IRE,October,monsoon,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,10
11/15/2017,10IRE,November,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,2
11/15/2017,10IRE,November,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,7
12/15/2017,10IRE,December,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,1
12/15/2017,10IRE,December,,2017,10,Wet,Unclipped,Hymenoptera,Pheidole,sp 2,1
1/15/2017,10IRW,January,,2017,10,Wet,Clipped,Hymenoptera,Pheidole,sp 2,1
1/15/2017,10IRW,January,,2017,10,Wet,Clipped,Hymenoptera,Pheidole,sp 1,1
4/15/2017,10IRW,April,,2017,10,Wet,Clipped,Hymenoptera,Pheidole,sp 1,2
5/15/2017,10IRW,May,,2017,10,Wet,Clipped,Hymenoptera,Pheidole,sp 1,12
6/15/2017,10IRW,June,,2017,10,Wet,Clipped,Hymenoptera,Pheidole,sp 1,3
9/15/2017,10IRW,September,monsoon,2017,10,Wet,Clipped,Hymenoptera,Pheidole,sp 1,1
9/15/2017,10IRW,September,monsoon,2017,10,Wet,Clipped,Hymenoptera,Pheidole,sp 2,3
2/15/2017,10ROE,February,,2017,10,Drought,Unclipped,Hymenoptera,Pheidole,Sp 1,1
10/15/2017,10ROE,October,monsoon,2017,10,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,3
11/15/2017,10ROE,November,,2017,10,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,1
11/15/2017,10ROE,November,,2017,10,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,1
5/15/2017,10ROW,May,,2017,10,Drought,Clipped,Hymenoptera,Pheidole,sp 1,1
7/15/2017,10ROW,July,,2017,10,Drought,Clipped,Hymenoptera,Pheidole,sp 2,1
9/15/2017,10ROW,September,monsoon,2017,10,Drought,Clipped,Hymenoptera,Pheidole,sp 2,23
10/15/2017,10ROW,October,monsoon,2017,10,Drought,Clipped,Hymenoptera,Pheidole,sp 1,1
5/15/2017,1CE,May,,2017,1,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,1
7/15/2017,1CE,July,,2017,1,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,74
9/15/2017,1CE,September,monsoon,2017,1,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,1
10/15/2017,1CE,October,monsoon,2017,1,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,8
11/15/2017,1CE,November,,2017,1,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,3
1/15/2017,1CW,January,,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,sp 2,2
2/15/2017,1CW,February,,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,Sp 1,4
6/15/2017,1CW,June,,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,1
8/15/2017,1CW,August,monsoon,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,2
9/15/2017,1CW,September,monsoon,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,2
10/15/2017,1CW,October,monsoon,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,6
11/15/2017,1CW,November,,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,4
12/15/2017,1CW,December,,2017,1,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,1
3/18/2017,1IRE,March,,2017,1,Wet,Unclipped,Hymenoptera,Pheidole,Sp 2,4
4/15/2017,1IRE,April,,2017,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,1
5/15/2017,1IRE,May,,2017,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,15
8/15/2017,1IRE,August,monsoon,2017,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,2
9/15/2017,1IRE,September,monsoon,2017,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,15
10/15/2017,1IRE,October,monsoon,2017,1,Wet,Unclipped,Hymenoptera,Pheidole,sp 1,6
4/15/2017,1IRW,April,,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp 2,1
5/15/2017,1IRW,May,,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp 3,3
7/15/2017,1IRW,July,,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp 1,2
9/15/2017,1IRW,September,monsoon,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp 1,26
9/15/2017,1IRW,September,monsoon,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp 2,1
10/15/2017,1IRW,October,monsoon,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp 1,10
11/15/2017,1IRW,November,,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp 1,1
12/15/2017,1IRW,December,,2017,1,Wet,Clipped,Hymenoptera,Pheidole,sp1,2
2/15/2017,1ROE,February,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,Sp 1,8
3/18/2017,1ROE,March,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,2
3/18/2017,1ROE,March,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,Sp 2,6
4/15/2017,1ROE,April,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,6
5/15/2017,1ROE,May,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,1
5/15/2017,1ROE,May,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,1
6/15/2017,1ROE,June,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,1
6/15/2017,1ROE,June,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,1
7/15/2017,1ROE,July,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,3
9/15/2017,1ROE,September,monsoon,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,19
9/15/2017,1ROE,September,monsoon,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 2,1
10/15/2017,1ROE,October,monsoon,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,1
11/15/2017,1ROE,November,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,sp 1,1
12/15/2017,1ROE,December,,2017,1,Drought,Unclipped,Hymenoptera,Pheidole,Sp 2,1
2/15/2017,1ROW,February,,2017,1,Drought,Clipped,Hymenoptera,Pheidole,Sp 1,7
2/15/2017,1ROW,February,,2017,1,Drought,Clipped,Hymenoptera,Pheidole,SP 2,7
3/18/2017,1ROW,March,,2017,1,Drought,Clipped,Hymenoptera,Pheidole,sp 1,1
3/18/2017,1ROW,March,,2017,1,Drought,Clipped,Hymenoptera,Pheidole,Sp 2,1
7/15/2017,1ROW,July,,2017,1,Drought,Clipped,Hymenoptera,Pheidole,,1
7/15/2017,1ROW,July,,2017,1,Drought,Clipped,Hymenoptera,Pheidole,sp 3,1
8/15/2017,1ROW,August,monsoon,2017,1,Drought,Clipped,Hymenoptera,Pheidole,sp 1,16
9/15/2017,1ROW,September,monsoon,2017,1,Drought,Clipped,Hymenoptera,Pheidole,sp 1,7
10/15/2017,1ROW,October,monsoon,2017,1,Drought,Clipped,Hymenoptera,Pheidole,sp 1,3
10/15/2017,1ROW,October,monsoon,2017,1,Drought,Clipped,Hymenoptera,Pheidole,sp 2,1
11/15/2017,1ROW,November,,2017,1,Drought,Clipped,Hymenoptera,Pheidole,sp 2,2
4/15/2017,2CE,April,,2017,2,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,1
6/15/2017,2CE,June,,2017,2,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,4
8/15/2017,2CE,August,monsoon,2017,2,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,3
9/15/2017,2CE,September,monsoon,2017,2,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,4
10/15/2017,2CE,October,monsoon,2017,2,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,4
11/15/2017,2CE,November,,2017,2,Ambient,Clipped,Hymenoptera,Pheidole,sp 1,1
2/15/2017,2CW,February,,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,Sp 1,1
4/15/2017,2CW,April,,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,17
5/15/2017,2CW,May,,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,2
6/15/2017,2CW,June,,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,46
7/15/2017,2CW,July,,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,1
8/15/2017,2CW,August,monsoon,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,7
10/15/2017,2CW,October,monsoon,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,7
11/15/2017,2CW,November,,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,7
12/15/2017,2CW,December,,2017,2,Ambient,Unclipped,Hymenoptera,Pheidole,sp 1,2
8/15/2017,2IRE,August,monsoon,2017,2,Wet,Clipped,Hymenoptera,Pheidole,sp 1,15
9/15/2017,2IRE,September,monsoon,2017,2,Wet,Clipped,Hymenoptera,Pheidole,sp 1,1
