"","ObsID","plotID","sampID","block","precip","clip","excl","date","cohort","no_germ","survival","died","tot_germination","surv_perc","year"
"8967","8967","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2018-10-13","2",0,0,10,10,0,"1"
"8968","8968","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2018-11-17","2",0,0,10,10,0,"1"
"8969","8969","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2018-12-15","2",0,0,10,10,0,"1"
"8970","8970","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2019-01-19","2",0,0,10,10,0,"1"
"8971","8971","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2019-02-16","2",0,0,10,10,0,"1"
"8972","8972","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2019-03-16","2",0,0,10,10,0,"1"
"8973","8973","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2019-04-20","2",0,0,10,10,0,"1"
"8974","8974","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2019-05-18","2",0,0,10,10,0,"1"
"8975","8975","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2019-06-15","2",0,0,10,10,0,"1"
"8976","8976","2_Control","2_Control_Unclipped_Total","2","Control","Unclipped","Total","2019-07-20","2",0,0,10,10,0,"1"
"8977","8977","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-07-30","2",10,0,0,0,0,"1"
"8978","8978","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-08-13","2",10,0,0,0,0,"1"
"8979","8979","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-08-20","2",10,0,0,0,0,"1"
"8980","8980","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-08-27","2",10,0,0,0,0,"1"
"8981","8981","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-09-03","2",10,0,0,0,0,"1"
"8982","8982","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-09-17","2",10,0,0,0,0,"1"
"8983","8983","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-09-24","2",10,0,0,0,0,"1"
"8984","8984","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-10-01","2",10,0,0,0,0,"1"
"8985","8985","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-10-13","2",10,0,0,0,0,"1"
"8986","8986","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-11-17","2",10,0,0,0,0,"1"
"8987","8987","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2018-12-15","2",10,0,0,0,0,"1"
"8988","8988","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2019-01-19","2",10,0,0,0,0,"1"
"8989","8989","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2019-02-16","2",10,0,0,0,0,"1"
"8990","8990","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2019-03-16","2",10,0,0,0,0,"1"
"8991","8991","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2019-04-20","2",10,0,0,0,0,"1"
"8992","8992","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2019-05-18","2",10,0,0,0,0,"1"
"8993","8993","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2019-06-15","2",10,0,0,0,0,"1"
"8994","8994","2_RO","2_RO_Clipped_Control","2","RO","Clipped","Control","2019-07-20","2",10,0,0,0,0,"1"
"8995","8995","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-07-30","2",9,1,0,1,1,"1"
"8996","8996","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-08-13","2",9,1,0,1,1,"1"
"8997","8997","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-08-20","2",9,1,0,1,1,"1"
"8998","8998","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-08-27","2",9,1,0,1,1,"1"
"8999","8999","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-09-03","2",9,1,0,1,1,"1"
"9000","9000","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-09-17","2",9,1,0,1,1,"1"
"9001","9001","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-09-24","2",9,1,0,1,1,"1"
"9002","9002","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-10-01","2",9,1,0,1,1,"1"
"9003","9003","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-10-13","2",9,1,0,1,1,"1"
"9004","9004","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-11-17","2",9,1,0,1,1,"1"
"9005","9005","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2018-12-15","2",9,1,0,1,1,"1"
"9006","9006","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2019-01-19","2",9,1,0,1,1,"1"
"9007","9007","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2019-02-16","2",9,1,0,1,1,"1"
"9008","9008","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2019-03-16","2",9,1,0,1,1,"1"
"9009","9009","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2019-04-20","2",9,1,0,1,1,"1"
"9010","9010","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2019-05-18","2",9,1,0,1,1,"1"
"9011","9011","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2019-06-15","2",9,1,0,1,1,"1"
"9012","9012","2_RO","2_RO_Clipped_Ants","2","RO","Clipped","Ants","2019-07-20","2",9,1,0,1,1,"1"
"9013","9013","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-07-30","2",10,0,0,0,0,"1"
"9014","9014","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-08-13","2",10,0,0,0,0,"1"
"9015","9015","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-08-20","2",10,0,0,0,0,"1"
"9016","9016","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-08-27","2",10,0,0,0,0,"1"
"9017","9017","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-09-03","2",10,0,0,0,0,"1"
"9018","9018","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-09-17","2",10,0,0,0,0,"1"
"9019","9019","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-09-24","2",10,0,0,0,0,"1"
"9020","9020","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-10-01","2",10,0,0,0,0,"1"
"9021","9021","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-10-13","2",10,0,0,0,0,"1"
"9022","9022","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-11-17","2",10,0,0,0,0,"1"
"9023","9023","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2018-12-15","2",10,0,0,0,0,"1"
"9024","9024","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2019-01-19","2",10,0,0,0,0,"1"
"9025","9025","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2019-02-16","2",10,0,0,0,0,"1"
"9026","9026","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2019-03-16","2",10,0,0,0,0,"1"
"9027","9027","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2019-04-20","2",10,0,0,0,0,"1"
"9028","9028","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2019-05-18","2",10,0,0,0,0,"1"
"9029","9029","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2019-06-15","2",10,0,0,0,0,"1"
"9030","9030","2_RO","2_RO_Clipped_Rodents","2","RO","Clipped","Rodents","2019-07-20","2",10,0,0,0,0,"1"
"9031","9031","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-07-30","2",9,0,1,1,0,"1"
"9032","9032","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-08-13","2",9,0,1,1,0,"1"
"9033","9033","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-08-20","2",9,0,1,1,0,"1"
"9034","9034","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-08-27","2",9,0,1,1,0,"1"
"9035","9035","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-09-03","2",9,0,1,1,0,"1"
"9036","9036","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-09-17","2",9,0,1,1,0,"1"
"9037","9037","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-09-24","2",9,0,1,1,0,"1"
"9038","9038","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-10-01","2",9,0,1,1,0,"1"
"9039","9039","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-10-13","2",9,0,1,1,0,"1"
"9040","9040","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-11-17","2",9,0,1,1,0,"1"
"9041","9041","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2018-12-15","2",9,0,1,1,0,"1"
"9042","9042","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2019-01-19","2",9,0,1,1,0,"1"
"9043","9043","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2019-02-16","2",9,0,1,1,0,"1"
"9044","9044","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2019-03-16","2",9,0,1,1,0,"1"
"9045","9045","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2019-04-20","2",9,0,1,1,0,"1"
"9046","9046","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2019-05-18","2",9,0,1,1,0,"1"
"9047","9047","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2019-06-15","2",9,0,1,1,0,"1"
"9048","9048","2_RO","2_RO_Clipped_Total","2","RO","Clipped","Total","2019-07-20","2",9,0,1,1,0,"1"
"9049","9049","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-07-30","2",10,0,0,0,0,"1"
"9050","9050","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-08-13","2",10,0,0,0,0,"1"
"9051","9051","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-08-20","2",10,0,0,0,0,"1"
"9052","9052","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-08-27","2",10,0,0,0,0,"1"
"9053","9053","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-09-03","2",10,0,0,0,0,"1"
"9054","9054","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-09-17","2",10,0,0,0,0,"1"
"9055","9055","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-09-24","2",10,0,0,0,0,"1"
"9056","9056","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-10-01","2",10,0,0,0,0,"1"
"9057","9057","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-10-13","2",10,0,0,0,0,"1"
"9058","9058","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-11-17","2",10,0,0,0,0,"1"
"9059","9059","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2018-12-15","2",10,0,0,0,0,"1"
"9060","9060","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2019-01-19","2",10,0,0,0,0,"1"
"9061","9061","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2019-02-16","2",10,0,0,0,0,"1"
"9062","9062","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2019-03-16","2",10,0,0,0,0,"1"
"9063","9063","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2019-04-20","2",10,0,0,0,0,"1"
"9064","9064","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2019-05-18","2",10,0,0,0,0,"1"
"9065","9065","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2019-06-15","2",10,0,0,0,0,"1"
"9066","9066","2_RO","2_RO_Unclipped_Control","2","RO","Unclipped","Control","2019-07-20","2",10,0,0,0,0,"1"
"9067","9067","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-07-30","2",10,0,0,0,0,"1"
"9068","9068","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-08-13","2",10,0,0,0,0,"1"
"9069","9069","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-08-20","2",10,0,0,0,0,"1"
"9070","9070","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-08-27","2",10,0,0,0,0,"1"
"9071","9071","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-09-03","2",10,0,0,0,0,"1"
"9072","9072","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-09-17","2",10,0,0,0,0,"1"
"9073","9073","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-09-24","2",10,0,0,0,0,"1"
"9074","9074","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-10-01","2",10,0,0,0,0,"1"
"9075","9075","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-10-13","2",10,0,0,0,0,"1"
"9076","9076","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-11-17","2",10,0,0,0,0,"1"
"9077","9077","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2018-12-15","2",10,0,0,0,0,"1"
"9078","9078","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2019-01-19","2",10,0,0,0,0,"1"
"9079","9079","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2019-02-16","2",10,0,0,0,0,"1"
"9080","9080","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2019-03-16","2",10,0,0,0,0,"1"
"9081","9081","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2019-04-20","2",10,0,0,0,0,"1"
"9082","9082","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2019-05-18","2",10,0,0,0,0,"1"
"9083","9083","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2019-06-15","2",10,0,0,0,0,"1"
"9084","9084","2_RO","2_RO_Unclipped_Ants","2","RO","Unclipped","Ants","2019-07-20","2",10,0,0,0,0,"1"
"9085","9085","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-07-30","2",8,0,2,2,0,"1"
"9086","9086","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-08-13","2",8,0,2,2,0,"1"
"9087","9087","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-08-20","2",8,0,2,2,0,"1"
"9088","9088","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-08-27","2",8,0,2,2,0,"1"
"9089","9089","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-09-03","2",8,0,2,2,0,"1"
"9090","9090","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-09-17","2",8,0,2,2,0,"1"
"9091","9091","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-09-24","2",8,0,2,2,0,"1"
"9092","9092","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-10-01","2",8,0,2,2,0,"1"
"9093","9093","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-10-13","2",8,0,2,2,0,"1"
"9094","9094","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-11-17","2",8,0,2,2,0,"1"
"9095","9095","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2018-12-15","2",8,0,2,2,0,"1"
"9096","9096","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2019-01-19","2",8,0,2,2,0,"1"
"9097","9097","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2019-02-16","2",8,0,2,2,0,"1"
"9098","9098","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2019-03-16","2",8,0,2,2,0,"1"
"9099","9099","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2019-04-20","2",8,0,2,2,0,"1"
"9100","9100","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2019-05-18","2",8,0,2,2,0,"1"
"9101","9101","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2019-06-15","2",8,0,2,2,0,"1"
"9102","9102","2_RO","2_RO_Unclipped_Rodents","2","RO","Unclipped","Rodents","2019-07-20","2",8,0,2,2,0,"1"
"9103","9103","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-07-30","2",9,0,1,1,0,"1"
"9104","9104","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-08-13","2",9,0,1,1,0,"1"
"9105","9105","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-08-20","2",9,0,1,1,0,"1"
"9106","9106","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-08-27","2",9,0,1,1,0,"1"
"9107","9107","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-09-03","2",9,0,1,1,0,"1"
"9108","9108","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-09-17","2",9,0,1,1,0,"1"
"9109","9109","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-09-24","2",9,0,1,1,0,"1"
"9110","9110","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-10-01","2",9,0,1,1,0,"1"
"9111","9111","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-10-13","2",9,0,1,1,0,"1"
"9112","9112","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-11-17","2",9,0,1,1,0,"1"
"9113","9113","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2018-12-15","2",9,0,1,1,0,"1"
"9114","9114","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2019-01-19","2",9,0,1,1,0,"1"
"9115","9115","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2019-02-16","2",9,0,1,1,0,"1"
"9116","9116","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2019-03-16","2",9,0,1,1,0,"1"
"9117","9117","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2019-04-20","2",9,0,1,1,0,"1"
"9118","9118","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2019-05-18","2",9,0,1,1,0,"1"
"9119","9119","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2019-06-15","2",9,0,1,1,0,"1"
"9120","9120","2_RO","2_RO_Unclipped_Total","2","RO","Unclipped","Total","2019-07-20","2",9,0,1,1,0,"1"
"9121","9121","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-07-30","2",1,6,3,9,0.666666666666667,"1"
"9122","9122","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-08-13","2",1,5,4,9,0.555555555555556,"1"
"9123","9123","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-08-20","2",1,5,4,9,0.555555555555556,"1"
"9124","9124","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-08-27","2",1,5,4,9,0.555555555555556,"1"
"9125","9125","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-09-03","2",1,5,4,9,0.555555555555556,"1"
"9126","9126","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-09-17","2",1,5,4,9,0.555555555555556,"1"
"9127","9127","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-09-24","2",1,5,4,9,0.555555555555556,"1"
"9128","9128","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-10-01","2",1,5,4,9,0.555555555555556,"1"
"9129","9129","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-10-13","2",1,5,4,9,0.555555555555556,"1"
"9130","9130","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-11-17","2",1,5,4,9,0.555555555555556,"1"
"9131","9131","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2018-12-15","2",1,5,4,9,0.555555555555556,"1"
"9132","9132","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2019-01-19","2",1,5,4,9,0.555555555555556,"1"
"9133","9133","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2019-02-16","2",1,5,4,9,0.555555555555556,"1"
"9134","9134","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2019-03-16","2",1,5,4,9,0.555555555555556,"1"
"9135","9135","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2019-04-20","2",1,5,4,9,0.555555555555556,"1"
"9136","9136","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2019-05-18","2",1,5,4,9,0.555555555555556,"1"
"9137","9137","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2019-06-15","2",1,5,4,9,0.555555555555556,"1"
"9138","9138","2_IR","2_IR_Clipped_Control","2","IR","Clipped","Control","2019-07-20","2",1,5,4,9,0.555555555555556,"1"
"9139","9139","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-07-30","2",2,1,7,8,0.125,"1"
"9140","9140","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-08-13","2",2,1,7,8,0.125,"1"
"9141","9141","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-08-20","2",2,1,7,8,0.125,"1"
"9142","9142","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-08-27","2",2,1,7,8,0.125,"1"
"9143","9143","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-09-03","2",2,1,7,8,0.125,"1"
"9144","9144","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-09-17","2",2,1,7,8,0.125,"1"
"9145","9145","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-09-24","2",2,1,7,8,0.125,"1"
"9146","9146","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-10-01","2",2,1,7,8,0.125,"1"
"9147","9147","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-10-13","2",2,1,7,8,0.125,"1"
"9148","9148","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-11-17","2",2,1,7,8,0.125,"1"
"9149","9149","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2018-12-15","2",2,1,7,8,0.125,"1"
"9150","9150","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2019-01-19","2",2,1,7,8,0.125,"1"
"9151","9151","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2019-02-16","2",2,1,7,8,0.125,"1"
"9152","9152","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2019-03-16","2",2,1,7,8,0.125,"1"
"9153","9153","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2019-04-20","2",2,1,7,8,0.125,"1"
"9154","9154","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2019-05-18","2",2,1,7,8,0.125,"1"
"9155","9155","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2019-06-15","2",2,1,7,8,0.125,"1"
"9156","9156","2_IR","2_IR_Clipped_Ants","2","IR","Clipped","Ants","2019-07-20","2",2,1,7,8,0.125,"1"
"9157","9157","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-07-30","2",3,1,6,7,0.142857142857143,"1"
"9158","9158","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-08-13","2",3,1,6,7,0.142857142857143,"1"
"9159","9159","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-08-20","2",3,1,6,7,0.142857142857143,"1"
"9160","9160","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-08-27","2",3,1,6,7,0.142857142857143,"1"
"9161","9161","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-09-03","2",3,1,6,7,0.142857142857143,"1"
"9162","9162","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-09-17","2",3,1,6,7,0.142857142857143,"1"
"9163","9163","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-09-24","2",3,1,6,7,0.142857142857143,"1"
"9164","9164","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-10-01","2",3,1,6,7,0.142857142857143,"1"
"9165","9165","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-10-13","2",3,1,6,7,0.142857142857143,"1"
"9166","9166","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-11-17","2",3,1,6,7,0.142857142857143,"1"
"9167","9167","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2018-12-15","2",3,1,6,7,0.142857142857143,"1"
"9168","9168","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2019-01-19","2",3,1,6,7,0.142857142857143,"1"
"9169","9169","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2019-02-16","2",3,1,6,7,0.142857142857143,"1"
"9170","9170","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2019-03-16","2",3,1,6,7,0.142857142857143,"1"
"9171","9171","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2019-04-20","2",3,1,6,7,0.142857142857143,"1"
"9172","9172","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2019-05-18","2",3,1,6,7,0.142857142857143,"1"
"9173","9173","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2019-06-15","2",3,1,6,7,0.142857142857143,"1"
"9174","9174","2_IR","2_IR_Clipped_Rodents","2","IR","Clipped","Rodents","2019-07-20","2",3,1,6,7,0.142857142857143,"1"
"9175","9175","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-07-30","2",2,0,8,8,0,"1"
"9176","9176","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-08-13","2",2,0,8,8,0,"1"
"9177","9177","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-08-20","2",2,0,8,8,0,"1"
"9178","9178","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-08-27","2",2,0,8,8,0,"1"
"9179","9179","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-09-03","2",2,0,8,8,0,"1"
"9180","9180","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-09-17","2",2,0,8,8,0,"1"
"9181","9181","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-09-24","2",2,0,8,8,0,"1"
"9182","9182","2_IR","2_IR_Clipped_Total","2","IR","Clipped","Total","2018-10-01","2",2,0,8,8,0,"1"
